study_stage_mc,study_degree_yesno,study_degree,study_degree_year,study_degree_field,study_degree_field_open,study_stage_open,field_of_study_mc,field_of_study_open,semester,age,sex,uni_current,uni_bachelor,emp_experience,exp_specific,prereg_where,specific_qrps_teaching,rc_teaching,rc_teaching_specific,interest,importance,felt_information,software1,nosi,nosi_events_mc,data_ok,comments,orp01,orp02,qrp01,qrp02,qrp03,qrp04,qrp05,qrp06,qrp07,qrp08,qrp09,length,nosi_at_uni,n_projects_total,n_emp.intern,n_project,n_thesis.bsc,n_thesis.msc,n_other,id
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,Albert-Ludwigs-Universität Freiburg,NA,No,NA,NA,"1, 2, 3, 5, 8",Did not hear of RC,NA,5,5,2,SPSS,No,No,1,danke dass ihr diese wichtige Arbeit macht!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034s (~17.23 minutes),No,0,NA,NA,NA,NA,NA,1252
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Universität Leipzig,NA,Yes,1,6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"3, 5, 6, 11",4,5,4,R,Not Sure,No,1,NA,6,6,6,6,6,6,6,6,6,6,6,422s (~7.03 minutes),Yes,1,1,0,0,0,0,1253
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,female,Universität Bielefeld,Universität Hildesheim,Yes,"1, 2, 3, 5",5,"1, 4, 7, 8",Did not hear of RC,NA,1,3,1,"SPSS,R,Excel",No,No,1,NA,6,"1, 2, 3, 5",6,"1, 2, 3, 5",6,6,"2, 3",6,6,6,6,414s (~6.9 minutes),No,4,1,1,1,0,1,1254
I don't study (any more),1,M.Sc.,1,Other,cognitive science,NA,NA,NA,NA,26,female,Universität Osnabrück,NA,No,NA,NA,"2, 5, 6",Did hear of RC,15,5,5,4,R,No,No,1,"bei der Skala ""wie sehr interessiert dich..."" von ""gar nicht"" bis ""sehr"" stand ""gar nicht"" oben über der 1 und ""sehr"" unter der 1. Ich hab mal 5 als ""sehr"" angenommen...",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393s (~6.55 minutes),No,0,NA,NA,NA,NA,NA,1255
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,female,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,Yes,"1, 3, 4",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"2, 14",2,4,3,R,Yes,Yes,1,NA,"3, 4",6,6,"1, 3",6,6,6,6,6,6,6,361s (~6.02 minutes),Yes,3,1,0,1,1,0,1256
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,female,Universität Bielefeld,NA,Yes,1,6,"1, 2, 4, 5, 7, 8, 9",Did hear of RC,15,4,5,3,R,No,No,1,NA,6,6,1,6,6,6,6,6,6,1,6,261s (~4.35 minutes),No,1,1,0,0,0,0,1257
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,24,male,NA,NA,Yes,"1, 3",1,"1, 2, 3, 5, 7, 8",Did not hear of RC,NA,4,5,2,"SPSS,R",No,Yes,1,NA,1,1,1,6,6,6,1,6,6,1,6,2221s (~37.02 minutes),No,2,1,0,1,0,0,1258
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,male,Albert-Ludwigs-Universität Freiburg,Justus-Liebig-Universität Gießen,Yes,"1, 2, 3",1,"1, 5, 6, 7, 8",Did not hear of RC,NA,4,5,2,SPSS,No,No,1,"Meine Angaben zu Projektarbeiten, Bachelor-Arbeit und Expra beziehen sich vollständig auf die Uni Gießen, nicht auf Freiburg! Hier habe ich noch keine Projekte in dieser Form durchgeführt",3,"2, 3",6,"2, 3",6,6,"2, 3","2, 3",6,6,6,4126s (~1.15 hours),No,3,1,1,1,0,0,1259
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,NA,NA,Yes,1,6,"1, 2, 4, 5",Did hear of RC,14,4,5,2,"SPSS,R,Excel",No,No,1,"Bei den Fragen in welchem Bereich kritische Praktiken durchgeführt werden (Expra/.../Andere) ist die Option keine Angabe doppelt belegt.

Es sollte eine eigene Auswahlmöglichkeit geben, wenn bisher keine kritischen Praktiken durchgeführt wurden und eine Angabe, wenn man sich nicht sicher ist oder keine Ahnung hat",1,6,6,5,6,6,6,6,6,6,6,488s (~8.13 minutes),No,1,1,0,0,0,0,1260
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,6,22,female,NA,NA,Yes,"1, 3",3,"1, 2, 3, 7, 8, 9",Did hear of RC,"1, 5, 11, 14",4,5,5,"SPSS,R",No,No,1,NA,"1, 3",1,6,6,6,6,6,6,6,6,6,198s (~3.3 minutes),No,2,1,0,1,0,0,1261
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,24,female,NA,NA,Yes,"1, 3, 5",6,"1, 2, 4, 5, 6, 7, 8, 9",Did hear of RC,"6, 11",3,5,4,SPSS,Yes,No,1,NA,1,6,1,1,6,6,1,6,6,3,6,990s (~16.5 minutes),No,3,1,0,1,0,1,1262
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,9,24,female,NA,NA,Yes,"1, 3",5,"1, 2, 5, 6, 8",Did hear of RC,14,4,5,3,SPSS,Not Sure,Not Sure,1,NA,1,6,6,6,6,6,6,6,6,6,6,1668s (~27.8 minutes),No,2,1,0,1,0,0,1263
I don't study (any more),1,M.Sc.,1,Psychology,NA,NA,NA,NA,NA,28,female,Universität Hamburg,NA,Yes,"1, 2, 3, 4",1,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,11,3,5,4,"R,SPSS",No,No,1,NA,"2, 4",2,6,"1, 3, 4",6,6,6,6,6,6,6,1148s (~19.13 minutes),No,4,1,1,1,1,0,1264
I don't study (any more),1,M.Sc.,1,Psychology,NA,NA,NA,NA,NA,34,female,NA,NA,Yes,"1, 4, 5",3,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"1, 8",4,5,4,SPSS,Yes,No,1,NA,4,4,6,1,6,6,1,1,6,6,6,590s (~9.83 minutes),No,3,1,0,0,1,1,1265
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,Universität Leipzig,Universität Leipzig,Yes,"1, 3",6,"2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"5, 9",2,2,2,"SPSS,R",No,No,1,NA,6,6,6,6,6,1,6,6,6,6,6,394s (~6.57 minutes),Yes,2,1,0,1,0,0,1266
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,38,male,Universität Hamburg,Universität Hamburg,Yes,"1, 2, 3",5,"1, 3, 6, 9",Did not hear of RC,NA,5,5,2,"SPSS,R",No,No,1,NA,6,"1, 2, 3","1, 2, 3","1, 2, 3",6,6,6,6,6,6,6,797s (~13.28 minutes),No,3,1,1,1,0,0,1267
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,24,female,Georg-August-Universität Göttingen,NA,Yes,1,1,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"1, 2, 3, 6, 7, 11, 14",2,5,4,"R,Excel",Yes,Yes,1,NA,6,1,6,2,6,6,6,6,6,6,6,1465s (~24.42 minutes),Yes,1,1,0,0,0,0,1268
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,female,Albert-Ludwigs-Universität Freiburg,NA,Yes,1,1,"1, 3, 7, 8, 9",Did hear of RC,"2, 3, 4, 6, 7, 11, 12, 14",4,5,3,SPSS,Not Sure,Yes,1,NA,6,1,6,1,6,6,6,6,6,6,6,358s (~5.97 minutes),No,1,1,0,0,0,0,1269
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Albert-Ludwigs-Universität Freiburg,NA,Yes,1,6,"1, 2, 3, 6, 7, 8, 9",Did hear of RC,5,4,4,2,SPSS,Not Sure,No,1,NA,6,6,6,6,6,6,6,6,6,6,6,75095s (~20.86 hours),No,1,1,0,0,0,0,1270
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Albert-Ludwigs-Universität Freiburg,NA,Yes,1,6,"1, 2, 5, 8",Did not hear of RC,NA,5,5,2,SPSS,No,No,1,NA,6,6,6,1,6,6,6,6,6,6,6,279016s (~3.23 days),No,1,1,0,0,0,0,1271
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,23,male,Albert-Ludwigs-Universität Freiburg,NA,Yes,1,6,"1, 2, 6, 7, 8, 9",Did hear of RC,11,4,5,2,SPSS,No,No,1,"Grundlagen der Testtheorie hat die Replikationskrise angesprochen, aber auch nicht mehr :)",6,6,6,1,6,6,6,6,6,6,6,18650s (~5.18 hours),No,1,1,0,0,0,0,1272
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,male,Albert-Ludwigs-Universität Freiburg,NA,Yes,1,6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"11, 14",4,5,4,SPSS,No,No,1,"War im Expra/Empra nicht an der Datenerhebung beteiligt, daher wurde Einleitung/Hintergrund, Hypothesen und Methoden usw. sozusagen erst nach der Datenerhebung erarbeitet. Die Daten wurden im Rahmen eines größeren Forschungsprojekts erhoben, welches schon länger lief und auch mit den wesentlichen statistischen Tests/Analysen präregistriert wurde.",1,6,6,6,6,6,6,6,6,6,6,787s (~13.12 minutes),No,1,1,0,0,0,0,1273
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,24,female,Albert-Ludwigs-Universität Freiburg,NA,Yes,"1, 3, 5",1,"2, 4, 5, 6, 7, 8",Did not hear of RC,NA,5,5,3,SPSS,No,No,1,NA,5,1,5,"1, 3, 5",6,6,"1, 5",6,6,6,6,101084s (~1.17 days),No,3,1,0,1,0,1,1274
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,male,Albert-Ludwigs-Universität Freiburg,NA,No,NA,NA,11,Did not hear of RC,NA,5,5,4,SPSS,Not Sure,Not Sure,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6341s (~1.76 hours),No,0,NA,NA,NA,NA,NA,1275
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,Albert-Ludwigs-Universität Freiburg,NA,No,NA,NA,"2, 5, 6, 9",Did not hear of RC,NA,5,5,2,SPSS,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278s (~4.63 minutes),No,0,NA,NA,NA,NA,NA,1276
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,19,female,Albert-Ludwigs-Universität Freiburg,NA,No,NA,NA,"2, 5, 6",Did hear of RC,"1, 6, 7, 11",3,5,2,SPSS,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224s (~3.73 minutes),No,0,NA,NA,NA,NA,NA,1277
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,4,20,female,Universität Mannheim,NA,No,NA,NA,"1, 3, 4, 5, 7, 8",Did hear of RC,"6, 11",4,5,3,"R,SPSS",No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287s (~4.78 minutes),No,0,NA,NA,NA,NA,NA,1278
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,22,female,Albert-Ludwigs-Universität Freiburg,NA,Yes,"1, 3",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did not hear of RC,NA,5,5,3,SPSS,No,Yes,1,NA,6,6,6,6,6,6,1,6,6,6,6,8519s (~2.37 hours),No,2,1,0,1,0,0,1279
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Albert-Ludwigs-Universität Freiburg,NA,Yes,"1, 2",6,"1, 3, 4, 5, 6, 7, 8",Did hear of RC,"5, 6, 11",3,5,3,SPSS,No,Yes,1,NA,6,6,1,"1, 2",6,6,6,1,6,6,6,1456s (~24.27 minutes),No,2,1,1,0,0,0,1280
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Technische Universität Chemnitz,NA,Yes,2,6,"1, 3, 5, 6, 7, 8",Did not hear of RC,NA,2,4,2,"R,SPSS",No,No,1,NA,2,NA,2,2,2,2,2,6,2,6,6,720s (~12 minutes),No,1,0,1,0,0,0,1281
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Albert-Ludwigs-Universität Freiburg,NA,Yes,5,6,"1, 3, 5, 6, 7, 8",Did hear of RC,"6, 15",5,5,3,SPSS,Not Sure,No,1,NA,6,6,6,6,6,6,6,6,6,6,6,3891s (~1.08 hours),No,1,0,0,0,0,1,1282
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,male,Albert-Ludwigs-Universität Freiburg,NA,Yes,1,6,"1, 2, 6",Did not hear of RC,NA,4,4,3,SPSS,No,No,1,NA,6,6,6,6,6,6,6,1,6,6,6,1119s (~18.65 minutes),No,1,1,0,0,0,0,1283
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,4,23,female,NA,NA,Yes,1,1,"2, 4, 5, 6, 7, 8",Did hear of RC,"4, 6, 9, 11",5,5,3,"SPSS,R",No,No,1,NA,1,1,6,6,6,6,6,6,6,6,6,338s (~5.63 minutes),No,1,1,0,0,0,0,1284
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,male,NA,NA,No,NA,NA,"1, 4, 6, 7, 8",Did hear of RC,6,5,5,2,"SPSS,Excel",Not Sure,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353s (~5.88 minutes),No,0,NA,NA,NA,NA,NA,1285
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Albert-Ludwigs-Universität Freiburg,NA,Yes,"1, 3",1,"1, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,1,5,5,4,SPSS,No,No,1,NA,3,3,3,1,3,6,3,3,6,3,6,253s (~4.22 minutes),No,2,1,0,1,0,0,1286
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,no answer,Albert-Ludwigs-Universität Freiburg,NA,No,NA,NA,"2, 3, 4, 5, 6, 7, 8, 9",Did not hear of RC,NA,5,5,5,SPSS,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205s (~3.42 minutes),No,0,NA,NA,NA,NA,NA,1287
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,25,female,Albert-Ludwigs-Universität Freiburg,Universität Hildesheim,Yes,"1, 3",6,"2, 4, 5, 6",Did hear of RC,15,4,5,5,"SPSS,MPlus,Excel",Not Sure,No,1,NA,3,6,1,1,6,6,6,6,6,6,6,329s (~5.48 minutes),No,2,1,0,1,0,0,1288
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,18,female,NA,NA,No,NA,NA,"6, 9",Did not hear of RC,NA,2,4,1,Excel,No,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1311s (~21.85 minutes),No,0,NA,NA,NA,NA,NA,1289
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,24,female,Albert-Ludwigs-Universität Freiburg,NA,Yes,"1, 3, 5",6,"1, 6, 8, 9",Did hear of RC,15,3,5,2,SPSS,No,No,1,NA,"1, 3, 5",6,1,6,"1, 3",6,1,6,6,6,6,494s (~8.23 minutes),No,3,1,0,1,0,1,1290
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,NA,NA,Yes,"1, 2",1,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"1, 6, 11, 12, 14",3,5,5,"R,SPSS",Not Sure,No,1,NA,2,"1, 2",6,2,6,6,6,6,6,6,6,291s (~4.85 minutes),No,2,1,1,0,0,0,1291
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,28,female,NA,NA,Yes,"1, 2",3,"1, 2, 7, 8",Did not hear of RC,NA,4,5,4,"R,SPSS",Yes,Yes,1,NA,6,5,6,"1, 5",6,6,6,6,6,2,6,14316s (~3.98 hours),No,2,1,1,0,0,0,1292
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,NA,NA,Yes,"1, 2, 3",6,"1, 7",Did hear of RC,"1, 3, 11",4,5,3,SPSS,No,No,1,NA,6,6,6,"1, 2",2,6,6,6,6,6,6,537s (~8.95 minutes),No,3,1,1,1,0,0,1293
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,24,female,Albert-Ludwigs-Universität Freiburg,NA,Yes,"1, 3",6,"1, 2, 3, 4, 5, 6, 7, 8",Did hear of RC,"4, 11",4,5,3,"SPSS,Excel",No,No,1,NA,6,6,6,1,6,6,1,6,6,2,6,595s (~9.92 minutes),No,2,1,0,1,0,0,1294
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,43,female,Goethe-Universität Frankfurt,NA,Yes,1,6,"1, 5, 6, 8",Did hear of RC,11,4,4,2,"R,SPSS",No,No,1,NA,6,1,1,1,6,1,6,6,1,6,6,359s (~5.98 minutes),Yes,1,1,0,0,0,0,1295
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,27,female,Rheinische Friedrich-Wilhelms-Universität Bonn,Universität Hildesheim,Yes,"1, 2, 3",6,"1, 2, 3, 4, 5, 7, 8",Did hear of RC,"4, 14",3,5,4,"SPSS,R",Yes,Yes,1,NA,"1, 3",6,"1, 2, 3, 5","2, 5",6,2,"1, 2, 3",2,6,2,6,305s (~5.08 minutes),No,3,1,1,1,0,0,1296
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,"1, 2, 3, 4",6,11,Did hear of RC,11,4,5,3,SPSS,Not Sure,No,1,NA,3,6,2,2,6,6,2,6,6,6,6,472s (~7.87 minutes),No,4,1,1,1,1,0,1297
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,"1, 3",6,"1, 2, 3, 7, 8, 9",Did hear of RC,"1, 3, 4, 5, 6, 11, 12, 13, 14",4,5,3,SPSS,No,No,1,"An unserer Uni werden Medien/Kommunikationspsychologie und Gesundheitspsychologie nicht angeboten, zumindest nicht im Bachelor. Damit ihr das auch bei der Auswertung berücksichtigen könnt :)",6,6,6,6,6,6,6,1,6,6,6,392s (~6.53 minutes),No,2,1,0,1,0,0,1298
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,"1, 2",6,"1, 3, 4, 5, 6, 8",Did hear of RC,6,5,5,2,SPSS,No,No,1,NA,6,6,6,6,6,6,6,6,6,6,6,627s (~10.45 minutes),No,2,1,1,0,0,0,1299
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,19,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,1,1,"1, 2, 3, 4, 6, 7, 8",Did hear of RC,"4, 6, 11, 14",4,5,4,SPSS,Not Sure,Not Sure,1,NA,1,1,6,6,6,6,6,6,6,6,6,272s (~4.53 minutes),No,1,1,0,0,0,0,1300
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,25,female,Rheinische Friedrich-Wilhelms-Universität Bonn,Otto-Friedrich-Universität Bamberg,Yes,"1, 2, 3, 4",1,10,Did hear of RC,"3, 4, 11",5,5,1,"SPSS,R",No,No,1,NA,6,"1, 2, 3",6,"1, 2, 3, 4",6,6,6,6,6,6,6,352s (~5.87 minutes),No,4,1,1,1,1,0,1301
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,25,male,Rheinische Friedrich-Wilhelms-Universität Bonn,Universität zu Köln,Yes,"1, 2, 3",2,"1, 3, 4, 5, 6, 7, 8",Did hear of RC,"11, 14",4,5,3,SPSS,Yes,No,1,NA,"1, 3",3,2,"1, 2",6,6,6,6,6,2,6,325s (~5.42 minutes),No,3,1,1,1,0,0,1302
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,1,1,"1, 4, 6, 7, 8, 9",Did hear of RC,"4, 5, 6, 7, 9, 14",3,4,5,SPSS,Not Sure,No,1,NA,6,1,1,6,6,1,6,1,1,6,6,405s (~6.75 minutes),No,1,1,0,0,0,0,1303
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,No,NA,NA,"1, 2, 3, 4, 8, 9",Did hear of RC,6,4,4,3,SPSS,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262s (~4.37 minutes),No,0,NA,NA,NA,NA,NA,1304
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,26,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,"1, 2, 3, 4",6,"1, 2, 3, 4, 6, 7, 8, 9",Did hear of RC,14,5,5,4,SPSS,Not Sure,Not Sure,1,NA,4,6,2,6,6,6,6,6,2,"2, 3",6,404s (~6.73 minutes),No,4,1,1,1,1,0,1305
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,26,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,"1, 2, 3, 5",6,3,Did hear of RC,"1, 11",5,5,3,SPSS,No,No,1,NA,3,6,"2, 5","1, 2, 3, 5",6,"2, 5","2, 5","2, 5","2, 5",6,6,417s (~6.95 minutes),No,4,1,1,1,0,1,1306
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,6,21,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,"1, 3",6,"1, 2, 3, 4, 5, 6, 7, 8",Did hear of RC,"6, 9, 11, 14",4,5,3,SPSS,Not Sure,No,1,NA,6,6,1,"1, 3",6,6,6,6,6,6,6,509s (~8.48 minutes),No,2,1,0,1,0,0,1307
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,43,male,Universität zu Köln,NA,Yes,"1, 5",3,"1, 2, 3, 5, 6, 7, 8, 9",Did hear of RC,"1, 5, 11, 14",5,5,4,SPSS,No,No,1,NA,1,1,6,6,6,6,6,6,6,6,6,401s (~6.68 minutes),Yes,2,1,0,0,0,1,1308
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,"1, 3",5,"1, 3, 4, 6, 7, 8",Did hear of RC,"2, 4, 6, 11, 14",5,5,3,SPSS,No,Yes,1,NA,6,NA,6,6,6,6,6,6,6,1,6,733s (~12.22 minutes),No,2,1,0,1,0,0,1309
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,Albert-Ludwigs-Universität Freiburg,NA,No,NA,NA,"3, 4, 6",Did not hear of RC,NA,4,5,2,SPSS,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170s (~2.83 minutes),No,0,NA,NA,NA,NA,NA,1310
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,male,Rheinische Friedrich-Wilhelms-Universität Bonn,Westfälische Wilhelms-Universität Münster,Yes,"1, 2, 3",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"11, 14",4,5,4,SPSS,Yes,No,1,NA,3,6,2,1,6,6,6,6,6,6,6,196s (~3.27 minutes),No,3,1,1,1,0,0,1311
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,Rheinische Friedrich-Wilhelms-Universität Bonn,Universität zu Köln,Yes,"1, 2",2,"1, 2, 3, 4, 7, 8, 9",Did hear of RC,"1, 11, 14",5,5,4,"SPSS,R,MPlus",Yes,Yes,1,NA,1,"1, 2",6,6,6,6,6,6,6,6,6,318s (~5.3 minutes),No,2,1,1,0,0,0,1312
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Albert-Ludwigs-Universität Freiburg,NA,Yes,"1, 5",6,"2, 3, 4, 6",Did not hear of RC,NA,2,4,2,SPSS,No,No,1,NA,6,6,6,1,6,6,6,6,6,6,6,302s (~5.03 minutes),No,2,1,0,0,0,1,1313
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,13,26,female,Rheinische Friedrich-Wilhelms-Universität Bonn,Universität Koblenz-Landau,Yes,"1, 2, 3, 4, 5",1,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"4, 11, 14",5,5,5,"SPSS,R",Not Sure,Yes,1,NA,"1, 2, 3, 4",4,"2, 3",6,6,6,6,6,6,6,6,534s (~8.9 minutes),No,5,1,1,1,1,1,1314
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,"1, 3",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"6, 11, 14",4,5,4,"SPSS,R",Not Sure,Not Sure,1,NA,6,6,1,6,6,6,6,6,6,6,6,336s (~5.6 minutes),No,2,1,0,1,0,0,1315
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,25,female,Rheinische Friedrich-Wilhelms-Universität Bonn,SRH Heidelberg,Yes,"1, 2, 3, 4, 5",6,"1, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"4, 5, 11",4,5,4,"SPSS,R",No,No,1,NA,"3, 4",6,6,1,6,6,"2, 3",6,6,6,6,400s (~6.67 minutes),No,5,1,1,1,1,1,1316
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,23,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,"1, 3",1,"1, 2, 3, 4, 5, 6, 7, 8",Did hear of RC,"4, 11",4,5,4,SPSS,Not Sure,Not Sure,1,NA,6,1,6,3,6,6,3,6,6,6,6,809s (~13.48 minutes),No,2,1,0,1,0,0,1317
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,1,1,"1, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"1, 4, 5, 9, 11, 14",4,5,4,SPSS,Not Sure,No,1,NA,6,1,6,1,6,6,6,6,6,6,6,301s (~5.02 minutes),No,1,1,0,0,0,0,1318
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Rheinische Friedrich-Wilhelms-Universität Bonn,Universität Koblenz-Landau,Yes,"1, 2, 3",1,"1, 2, 4, 7",Did hear of RC,"1, 11",4,5,4,SPSS,Not Sure,Not Sure,1,NA,"1, 2, 3",2,1,6,6,6,6,"1, 3",6,6,6,505s (~8.42 minutes),No,3,1,1,1,0,0,1319
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,23,female,Albert-Ludwigs-Universität Freiburg,NA,Yes,"1, 5",6,"1, 2, 4, 5, 6, 7",Did not hear of RC,NA,3,4,2,SPSS,No,No,1,NA,6,6,6,6,5,6,6,1,6,6,6,387s (~6.45 minutes),No,2,1,0,0,0,1,1320
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,25,female,Albert-Ludwigs-Universität Freiburg,Albert-Ludwigs-Universität Freiburg,Yes,"1, 3",6,"2, 5, 6, 8",Did hear of RC,11,3,4,2,SPSS,No,No,1,NA,6,6,6,1,6,6,6,6,6,6,6,511s (~8.52 minutes),No,2,1,0,1,0,0,1321
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,21,female,Rheinische Friedrich-Wilhelms-Universität Bonn,NA,Yes,"1, 3",6,"3, 4, 7, 8",Did hear of RC,"4, 11",5,5,2,SPSS,No,No,1,NA,6,6,3,3,6,6,6,6,6,6,6,449s (~7.48 minutes),No,2,1,0,1,0,0,1322
