session,created,modified,ended,expired,check,study_stage_mc,study_degree_yesno,study_degree,study_degree_year,study_degree_field,study_degree_field_open,study_stage_open,field_of_study_mc,field_of_study_open,semester,age,sex,uni_current,uni_bachelor,emp_experience,exp_specific,prereg_where,specific_qrps_teaching,rc_teaching,rc_teaching_specific,interest,importance,felt_information,software1,nosi,nosi_events_mc,data_ok,comments,id,illog_answ_subj,orp01,orp02,qrp01,qrp02,qrp03,qrp04,qrp05,qrp06,qrp07,qrp08,qrp09,nosi_at_uni,n_projects,n_emp.intern,n_project,n_thesis.bsc,n_thesis.msc,n_other
-AdNZcP2WHcNhRDwx_ktSe8yp8GejWx-joA5vlBhZdNuX6sEJ41jsmBMTw1PqHHy,2019-01-23T11:34:23Z,2019-01-23T11:44:13Z,2019-01-23T11:44:13Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,24,female,Albert-Ludwigs-Universität Freiburg,NA,Yes,"1, 3, 5",2,"1, 2, 3, 4, 5, 6, 7, 8",yes,1,5,5,4,SPSS,No,Yes,1,"Ich hatte ein Seminar ""wissenschaftliche Methoden - Kritik, Kontroversen und Lösungsvorschläge"", dass sehr gut auf diese Themen eingegeangen ist. Dieses ist aber optional und leider nicht für jeden verpflichtend. Daher bin ich zwar relativ gut informiert, aber nicht alle hier an der Uni sind das.",1207,FALSE,6,3,6,"1, 3",5,6,6,6,6,6,6,No,3,1,0,1,0,1
7dQSmsVMWxKlBOaX1NmZZryHbUUj9BSwwyOLBm7J7p_veXY7wSX4SqArq6xBaaJm,2019-01-23T11:54:00Z,2019-01-23T12:06:22Z,2019-01-23T12:06:22Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,male,Goethe-Universität Frankfurt,NA,Yes,1,6,"1, 3, 5, 6, 7, 8",yes,"1, 5, 9, 11",4,5,3,SPSS,Yes,No,1,NA,1208,FALSE,6,6,1,6,6,1,1,1,6,6,6,Yes,1,1,0,0,0,0
UqyzfBM8gwhzDo4eFpu-nKvIo0FUFIiwkE7PK-UdQomDhn1HLz6gTFmK7yN_3wGV,2019-01-23T12:42:39Z,2019-01-23T12:50:06Z,2019-01-23T12:50:06Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,15,NA,Yes,2,6,"1, 3, 4, 5, 6, 7",yes,"1, 2, 6, 14",4,5,4,R,No,No,1,NA,1209,FALSE,6,6,2,6,2,6,2,2,2,6,6,No,1,0,1,0,0,0
-X2_vOZSS85TJpCpmHJPTwdOCzL4GZPx8sGvAx9759PFlsxFRz7uQmChd3QOHE06,2019-01-23T12:42:53Z,2019-01-23T13:03:15Z,2019-01-23T13:03:15Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,female,15,NA,Yes,2,6,"3, 6",yes,14,3,4,3,"R,SPSS",No,No,1,"Ich habe erst 3 Semester an meiner Uni studiert, da ich im Auslandssemester war, bin jedoch offiziell im 5. Semester",1210,FALSE,6,6,2,2,6,6,2,6,6,6,6,No,1,0,1,0,0,0
FysBoK6w9sFdtU8XYHOmYzyNS1uLlTjlyxgba69mlL9OJvdzbEkR7J7HC5LAy0pC,2019-01-23T12:51:38Z,2019-01-23T12:56:18Z,2019-01-23T12:56:18Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,male,15,NA,Yes,"1, 2","1, 3","1, 2, 3, 5, 6, 8, 9",no,NA,5,5,3,"SPSS,R",Yes,No,1,NA,1211,FALSE,"1, 5","1, 5","1, 2",2,6,2,2,2,2,6,6,No,2,1,1,0,0,0
pOWFStlSDAOHoAkinjUr7qiqT_ngiJDvit0lR_HxaaEsd0QBPoT02IKc7zgkCI4H,2019-01-23T13:06:27Z,2019-01-23T13:27:50Z,2019-01-23T13:27:50Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,male,15,NA,Yes,2,6,"1, 2, 3, 6, 7, 8, 9",yes,"11, 14",4,5,3,R,No,No,1,NA,1212,FALSE,6,6,2,6,6,2,6,2,6,6,6,No,1,0,1,0,0,0
N-mfEpUXp3rXVA7a51tTsZyFMcyHKDiLhtrGGNI7kh467BVJDxjQVUg7oVkU7QWG,2019-01-23T13:16:33Z,2019-01-23T13:20:27Z,2019-01-23T13:20:27Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,15,NA,No,NA,NA,"2, 3, 4, 5, 6, 7, 8",no,NA,3,4,4,"SPSS,R",Not Sure,Not Sure,1,NA,1213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
AfCJyFgdi65n1-kxV5A7RgIqWZHXpmyRNYlFHZHFWwfvbid8aCqEpMMP5XBpiS9T,2019-01-23T13:17:27Z,2019-01-23T13:28:19Z,2019-01-23T13:28:19Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,9,27,female,23,Ruhr-Universität Bochum,Yes,"1, 2, 3, 4, 5",6,10,no,NA,5,5,3,R,No,No,1,"meine Infos über open science habe ich aus einem auslandssemester und großem persönlichem interesse.
vielen dank dass ihr die umfrage macht, hoffentlich bessern sich die zustände an deutschen (und natürlich allen anderen) unis :)",1214,FALSE,6,6,5,"1, 2, 3, 4, 5",3,6,3,6,6,6,6,No,5,1,1,1,1,1
XkvlolkyfG1M8tJhNl1nS82HH9bgsO73M7y2X1XUwqdTmoYRN9Bn1siJoc_AcRFq,2019-01-23T13:26:29Z,2019-01-23T13:34:15Z,2019-01-23T13:34:15Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,female,15,NA,Yes,"1, 2, 5",1,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"5, 14",4,5,4,"SPSS,R,Excel",No,No,1,NA,1215,FALSE,1,1,2,5,6,6,6,6,6,6,6,No,3,1,1,0,0,1
yKDb8_wgXXFGVpocCpaPDJe-XpJMSg4nKJNXiUCYcYtxBMPs_3SJN-hhoCctqbP6,2019-01-23T13:40:17Z,2019-01-23T13:51:10Z,2019-01-23T13:51:11Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,4,24,male,Universität Mannheim,Julius-Maximilians-Universität Würzburg,Yes,"1, 2, 3, 4",6,"1, 4, 6, 7, 8",yes,11,4,5,4,"SPSS,R",Not Sure,No,1,NA,1216,FALSE,6,6,6,6,6,6,6,6,6,6,6,No,4,1,1,1,1,0
5NKkrv6oM7ibryBOU8omeABWUwTT_8MCvIOxL3rIQ7jxrcYDiNOGcsuCnNmP49Bt,2019-01-23T14:04:26Z,2019-01-23T14:12:38Z,2019-01-23T14:12:38Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,25,female,Universität Hamburg,Universität Hamburg,Yes,"1, 3, 5",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"4, 9, 12",4,5,4,R,No,No,1,NA,1217,FALSE,3,6,6,"1, 5",5,6,6,6,6,6,6,No,3,1,0,1,0,1
9DSBP2HsTeZEl-uutW-zFqPWvZ5ZIRO8y_2Kw_GRO7pUpHM8MfFFNVasCTdn4xT4,2019-01-23T14:06:39Z,2019-01-23T14:12:10Z,2019-01-23T14:12:10Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,20,female,18,NA,No,NA,NA,6,no,NA,4,5,1,SPSS,Not Sure,Yes,1,NA,1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
o8N4wqBYdoMLxpecm5UTMUHsQHiHvWBo3R9uMXNuQltdTPVSsTwfdcISplxWEM0S,2019-01-23T14:13:37Z,2019-01-23T14:20:46Z,2019-01-23T14:20:46Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,male,Universität Hamburg,Universität Hamburg,Yes,"1, 3, 5",6,"1, 2, 3, 4, 5, 6, 8",yes,"3, 4, 5, 12",2,4,4,"R,SPSS",No,No,1,NA,1219,FALSE,"1, 5",6,5,6,6,6,"1, 5",1,6,6,6,No,3,1,0,1,0,1
vZ8Xyfta28TVC2ePI39Sspw1I952jTWofge3KZsOh6obNnRm7G8E5pXTQkJQrzrx,2019-01-23T14:16:41Z,2019-01-23T14:29:27Z,2019-01-23T14:29:27Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,18,NA,No,NA,NA,"1, 3, 4, 6, 8",unsure,"7, 14",3,4,2,R,No,No,1,NA,1220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
57rpHPBKQSOOAZ3se8j3PAx1RZ5pbnlMaHMvMQ2WIdJKFwDkN7ZMHdN6xopsn_ct,2019-01-23T14:17:44Z,2019-01-23T14:23:25Z,2019-01-23T14:23:25Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,18,NA,No,NA,NA,10,no,NA,1,3,1,Excel,No,No,1,Ich weiß leider nicht einmal was open science etc bedeutet.... Das allein sagt aber evtl auch schon etwas aus,1221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
74FmT5jHrjX_PO1QP3c0EpPAqAvZuDAxMaDc1QT7iMV0UEJ4SKgPn_yLPSSM6Zrt,2019-01-23T15:01:59Z,2019-01-24T12:51:34Z,2019-01-24T12:51:34Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,male,Universität Leipzig,NA,Yes,"1, 3",6,"1, 3, 4, 5, 6, 7, 8, 9",yes,"4, 5, 14",2,4,4,R,Yes,Yes,1,NA,1222,FALSE,1,6,6,6,6,6,6,6,6,6,6,Yes,2,1,0,1,0,0
jlmIprNgtJavkkBt74aDK7UwKq_841PdAIm-MEAi-SChKLVwYt7t2FwQOh8yZ_u3,2019-01-23T15:13:16Z,2019-01-23T15:21:53Z,2019-01-23T15:21:53Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,29,female,Otto-Friedrich-Universität Bamberg,Technische Universität Chemnitz,Yes,1,6,"1, 2, 4, 5, 6, 7, 8",yes,4,5,5,3,R,No,No,1,NA,1223,FALSE,1,6,6,6,6,6,6,6,6,6,6,No,1,1,0,0,0,0
6RAFDmlcyvwTGpTZbZl4JDd52qsNyX9q4V6YCLVQXrxXaINT2lMviASFfQ1XPJvv,2019-01-23T16:39:27Z,2019-01-23T16:52:46Z,2019-01-23T16:52:46Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Universität zu Köln,Universität zu Köln,Yes,"1, 3",6,"1, 2, 4, 6, 7, 8",yes,"10, 11, 15",4,4,5,"SPSS,R",No,No,1,NA,1224,FALSE,"1, 3",6,6,"1, 3",6,6,6,6,6,6,6,Yes,2,1,0,1,0,0
e1ke9sYWzHFHIdPixITJ_vX1BhG75S540SLOD7vX7gHVb8HxRbRe5ghNcrkYAc3-,2019-01-23T16:52:31Z,2019-01-23T17:03:36Z,2019-01-23T17:03:36Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,Universität Leipzig,NA,Yes,1,6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"5, 6, 11, 14",5,5,4,R,Yes,Yes,1,NA,1225,FALSE,6,6,6,6,6,6,6,6,6,6,6,Yes,1,1,0,0,0,0
mVygjEySJK67hBZ-Umt8Tuwj64AevTl0tA7RAAVwkGCaF17q6mAOcDQQalavg1SZ,2019-01-23T17:19:42Z,2019-01-23T17:25:53Z,2019-01-23T17:25:53Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,female,Goethe-Universität Frankfurt,NA,Yes,"1, 2, 3",2,"2, 3, 4, 7, 8",yes,15,4,5,5,SPSS,Yes,Yes,1,NA,1226,FALSE,6,2,1,1,6,6,"1, 3","1, 3",6,1,6,Yes,3,1,1,1,0,0
3h2Qn3lOeQ2ONyg0QJSL-F2RZf1DieXryG8DQnIkFs3bYecgt2VZxpG161CZJZrD,2019-01-23T17:55:04Z,2019-01-26T17:40:41Z,2019-01-26T17:40:41Z,NA,1,I don't study (any more),1,M.Sc.,1,Psychology,NA,NA,NA,NA,NA,27,female,17,NA,Yes,"1, 3, 4, 5",6,"2, 3, 6",no,NA,5,5,3,"stata,SPSS",Yes,Yes,1,"Momentan arbeite ich an der FU Berlin; meinen Master habe ich aber an der TU Dresden gemacht und meine Antworten auch auf meine Zeit dort bezogen. ""aktuelle Universität"" also = TU Dresden.",1227,FALSE,6,6,6,6,6,6,6,6,6,6,6,No,4,1,0,1,1,1
PNSUEW44I_FmULBg6-m8yUDXEmIQsGmVOzQTDuQ4OrAVnihhUKe2hfdgp1qYrie3,2019-01-23T18:17:50Z,2019-01-23T18:22:52Z,2019-01-23T18:22:52Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,23,female,15,NA,Yes,"1, 2, 3",3,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"2, 11, 14, 15",5,5,4,SPSS,No,No,1,NA,1228,FALSE,"1, 3",3,6,6,6,6,6,6,6,6,6,No,3,1,1,1,0,0
Oa_tr5WWhlgUNsICRlqYz_jbaMBrQSfMXtlYp6DfcU2sFbK8Uznx9PDtscNdKKz0,2019-01-23T19:17:00Z,2019-01-23T19:23:26Z,2019-01-23T19:23:27Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,25,female,Goethe-Universität Frankfurt,NA,Yes,2,2,6,yes,6,4,4,2,"R,SPSS",No,No,1,NA,1229,FALSE,6,2,6,6,6,6,6,6,6,6,6,Yes,1,0,1,0,0,0
fc8pbVJFKc4RaEHA3P-aRS-mpTshKNNtYeThf7IND7pb9NaXnhLZPVB8lh-seBK2,2019-01-23T20:02:14Z,2019-01-23T20:28:28Z,2019-01-23T20:28:28Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,29,female,19,NA,No,NA,NA,"2, 3, 4, 5, 6, 7, 8",no,NA,5,5,5,SPSS,No,No,1,NA,1230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
8PSt4Nn3g22juU_qZNQQQwXu9ShuG23oRSu-WrM8BO4Xs8HGsnX55Gxazu3ahB8X,2019-01-23T20:05:30Z,2019-01-23T20:16:19Z,2019-01-23T20:16:19Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,male,Justus-Liebig-Universität Gießen,Justus-Liebig-Universität Gießen,Yes,"1, 2, 3, 5",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"9, 15",5,5,3,"SPSS,Excel",No,No,1,"Ich arbeite an einer Professur und bereite mich schon auf eine Promotion vor. Die Thematik Replikationskrise ist mir eher von der Arbeit bekannt als rein durch Lehrveranstaltungen, obgleich diese durchaus dort angesprochen wurde.",1231,FALSE,5,6,1,6,6,6,6,6,6,3,6,No,4,1,1,1,0,1
FamKlldDwYkPN52p_HGfF5fgaP0_nSW4UhrjT5_jnzISVkfLGS-VeXFnt2gnaXuI,2019-01-23T20:20:43Z,2019-01-23T20:24:31Z,2019-01-23T20:24:31Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Universität Leipzig,NA,Yes,1,6,"1, 2, 3, 4, 6, 7, 8",yes,"4, 5, 11, 14",4,5,4,R,Yes,Not Sure,1,NA,1232,TRUE,6,6,1,6,6,6,6,NA,1,6,6,Yes,1,1,0,0,0,0
3bNeaff870zgitojJcZrg4Ijg0DPHEpKg8TlVvUeiPf7wQjDqeHylioWnVGs1UUN,2019-01-23T20:58:52Z,2019-01-23T21:04:21Z,2019-01-23T21:04:21Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,female,Universität Mannheim,Universität Mannheim,Yes,"1, 3, 5",6,"1, 2, 3, 5, 6, 7, 8, 9",yes,"1, 4",3,4,3,SPSS,No,No,1,NA,1233,FALSE,"1, 3, 5",6,6,1,6,6,6,6,6,6,6,No,3,1,0,1,0,1
bNDV1nJS4Y_E0eSvNljJd2DCCS0MrK9BIeJ07d7SDCD1Yj9CK048cSy814QUhF1G,2019-01-23T21:06:28Z,2019-01-23T21:10:15Z,2019-01-23T21:10:15Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,17,NA,No,NA,NA,"1, 2, 4, 5, 6, 7, 8",yes,"3, 6, 7, 11, 15",3,4,2,"R,Excel",Not Sure,Yes,1,NA,1234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
LBz84xP35opkn28qll2irfiLgFoAowhbjwto1J7zofiWbGylhwbiw6aGmjbcvEbE,2019-01-23T21:06:48Z,2019-01-23T21:10:21Z,2019-01-23T21:10:21Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,female,28,NA,Yes,1,1,"3, 5, 7, 8, 9",yes,"1, 11",3,5,4,"SPSS,R",No,No,1,NA,1235,FALSE,6,1,6,6,6,6,6,6,6,6,6,No,1,1,0,0,0,0
ka62Xbau2rB17JDezy1oy8WVyXl4WRsNrX7yeY8EJ_dHcxLMhaB5_dTvz-vYir5y,2019-01-23T21:21:32Z,2019-01-23T21:25:55Z,2019-01-23T21:25:55Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Universität Bielefeld,NA,Yes,1,6,"3, 4, 7, 8, 9",yes,3,3,5,2,"SPSS,R",Not Sure,No,1,NA,1236,FALSE,6,6,6,6,1,1,6,6,1,1,6,No,1,1,0,0,0,0
5zXgktL1wL9mtisfKN9JrdFYrm2y14SfYqup_MUDKXKYqNRHj7qIihW9PdrO6TKX,2019-01-23T21:24:09Z,2019-01-23T21:39:27Z,2019-01-23T21:39:27Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,Justus-Liebig-Universität Gießen,NA,Yes,1,6,"4, 5, 7, 8, 9",yes,"4, 12",3,5,2,SPSS,No,No,1,NA,1237,FALSE,6,6,"1, 2","1, 2",6,6,6,6,6,6,6,No,1,1,0,0,0,0
DNtzw72CHSjWx92TMPRLy9JkBmsXJsJQl01wIk5rCz310dJlfN0PhzUYOjF9bxsv,2019-01-23T21:26:26Z,2019-01-23T21:30:09Z,2019-01-23T21:30:09Z,NA,1,I don't study (any more),1,M.Sc.,5,Psychology,NA,NA,NA,NA,NA,28,female,29,NA,Yes,"1, 2, 3, 4",3,2,yes,"11, 14, 15",5,5,5,R,Not Sure,Not Sure,1,NA,1238,FALSE,4,6,6,"1, 2, 3",6,6,6,6,6,6,6,No,4,1,1,1,1,0
0RfjCf50nUV2iMDLJwTgr8elxsJAM4c2WdomQC7CmsmMXwzPKNDz_IMSViTqTkYa,2019-01-23T21:26:46Z,2019-01-23T21:37:26Z,2019-01-23T21:37:26Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,4,21,female,Technische Universität Chemnitz,NA,Yes,"1, 2",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"2, 11",4,5,1,"SPSS,R",No,No,1,NA,1239,FALSE,6,6,"1, 2","1, 2",6,6,1,6,6,6,"1, 2",No,2,1,1,0,0,0
WfoZS9beLfJFkaIp3QqYE5XiNTGTBI3pGV6dQdkUDXKM2cLgJpZU-yERq-Px9a3R,2019-01-23T21:39:36Z,2019-01-23T21:55:57Z,2019-01-23T21:55:57Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,23,female,Universität Hildesheim,NA,Yes,"1, 2, 3",6,10,no,NA,1,5,1,"SPSS,Excel",No,No,1,NA,1240,FALSE,1,6,6,"2, 3",6,"1, 2",6,1,6,6,"1, 2",No,3,1,1,1,0,0
gRRxxnhfiQ5Ao8S_D6ikoBeWWAXrjGpVxk5mnSafAoQdO_XHQtpaR9_JMZqdkmkq,2019-01-23T21:47:37Z,2019-01-23T21:56:35Z,2019-01-23T21:56:35Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,9,NA,Yes,"1, 2, 3",3,"1, 2, 3, 4, 6, 7, 8",yes,"4, 11",4,5,3,R,Yes,No,1,"Meinem Eindruck nach hängt die Vermittlung von fragwürdigen vorgehen mit Daten etc. und Reflexion der Replikationskrise fast ausschließlich vom Engagement einzelner Dozenten ab. Das finde ich schade, es sollte da klarere Vorgaben oder so geben.",1241,FALSE,"1, 2, 3",3,6,6,6,6,6,2,6,1,6,No,3,1,1,1,0,0
oM1KYf4NuuT3bKlxukzQdlvSbrW_lCOWUgDq3VAw0efRDK2LkqV7zFwnAbIX5SZa,2019-01-23T23:44:16Z,2019-01-23T23:45:53Z,2019-01-23T23:45:53Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Justus-Liebig-Universität Gießen,NA,No,NA,NA,"1, 2, 5, 6, 7, 8, 9",no,NA,4,4,4,SPSS,No,No,1,NA,1242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
vuSu9pVy8i_W1c0dLzYXvc4QzCL4qaeICx5LMPUPQOEnILSoMAvGLK_mYt_DfKBj,2019-01-24T00:34:16Z,2019-01-24T00:37:55Z,2019-01-24T00:37:55Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Universität Leipzig,NA,Yes,1,6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"4, 5, 6, 11",3,5,4,R,Yes,Not Sure,1,NA,1243,FALSE,6,6,6,1,6,6,6,6,6,6,6,Yes,1,1,0,0,0,0
ZDLQVex9_XVHd7-EUQQenbXErDSRjdY9fjAeZAOIf86LhGO7XxRYJAFK4vk-SyNf,2019-01-24T00:49:37Z,2019-01-24T00:56:33Z,2019-01-24T00:56:33Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Justus-Liebig-Universität Gießen,NA,Yes,"1, 2",6,"1, 2, 3, 4, 7, 8",yes,"1, 4, 5, 14",2,4,3,SPSS,No,No,1,NA,1244,FALSE,6,1,1,2,6,6,6,6,6,6,6,No,2,1,1,0,0,0
Pmbe-6MYztsP36yTUOOv7wi7qwIaRkLqB80HqkPB5p4PDkRhtNvIjfMVwDcCy943,2019-01-24T06:40:45Z,2019-01-24T06:50:45Z,2019-01-24T06:50:45Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,6,26,female,Universität Mannheim,NA,Yes,"1, 2, 5",1,"1, 2, 3, 4, 5, 6, 7, 8",yes,"1, 3, 5, 6, 7, 8, 9, 11, 12, 14",4,5,4,"SPSS,R",Not Sure,No,1,"Vielen Dank für die Umfrage - es wäre super, wenn wissenschaftliche Forschung kritischer betrachtet wird und dies auch im Studium generell gelehrt wird und nicht nur bei den Psychologiestudierenden (z.B. Medizinstudenten mit 6 Wochen Statistik-VL...).",1245,FALSE,2,"1, 2",6,6,6,6,6,6,6,6,6,No,3,1,1,0,0,1
n8tZFeG-zWht6sjtD19wlTkYZbpfd4Yf7egYpNErvmt8NGzkV4XWRC68F81QfZDM,2019-01-24T08:15:19Z,2019-01-24T08:45:30Z,2019-01-24T08:45:30Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Albert-Ludwigs-Universität Freiburg,NA,Yes,"1, 2, 3, 5",6,"1, 2, 3, 4, 5, 6, 7, 8",yes,11,4,5,2,SPSS,No,Not Sure,1,NA,1246,FALSE,6,6,"1, 2, 3",3,3,6,6,3,"1, 3","1, 2, 3",6,No,4,1,1,1,0,1
Q247JLqxf2Dz-7M_ubCpcaCs-uEatDo8xJRrQX3wHEcdRkoz_WgS9ISOcyahpBqv,2019-01-24T12:01:15Z,2019-01-24T12:09:16Z,2019-01-24T12:09:16Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,female,8,NA,Yes,1,6,"2, 5, 6, 8",yes,"4, 11",5,5,3,SPSS,No,No,1,NA,1247,TRUE,6,NA,6,1,6,6,6,6,6,6,6,No,1,1,0,0,0,0
b2BKcSBVwkQ4vi88r5YVaCyyyFUpzxPIHomMHCDmVZN450pVAl01ModawdegAxZT,2019-01-24T12:02:21Z,2019-01-24T12:16:40Z,2019-01-24T12:16:40Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,27,female,8,NA,Yes,"1, 3, 5",6,11,yes,"4, 11",4,4,2,"SPSS,R",Yes,No,1,NA,1248,FALSE,5,6,6,6,6,6,6,6,6,6,6,No,3,1,0,1,0,1
AKDx3ZCCniwcOU0I44ErY-j4dpiXcNjNu18TU2QHb2ZwxbrbIfAAKVIQ7sdmMhY5,2019-01-24T12:06:01Z,2019-01-24T13:39:53Z,2019-01-24T13:39:53Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,female,Universität Hamburg,Universität Hamburg,Yes,"1, 2, 3, 5",6,"1, 2, 3, 5, 7, 8, 9",yes,"9, 11, 14",4,5,3,"SPSS,R",No,No,1,NA,1249,FALSE,"1, 3",6,"3, 5",5,6,6,"2, 3",1,6,6,6,No,4,1,1,1,0,1
sk1WhDj4QsYVvDTPag1kCVNFgQUjeEr-TsfwuIY37EZNLkSodKbH_MlkMzX-wwf_,2019-01-24T12:06:37Z,2019-01-24T12:10:44Z,2019-01-24T12:10:44Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,8,NA,No,NA,NA,"1, 2, 3, 4, 5, 6, 7, 8",yes,"1, 5, 6, 11",4,5,4,Excel,Not Sure,Not Sure,1,NA,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
XWxeyP25TBu1cp5R1PuKwCq9F0KncaTqUhZJGPMZIUhG2DAxYvqlys9CbvFdKi5N,2019-01-24T12:11:04Z,2019-01-25T14:45:42Z,2019-01-25T14:45:42Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,8,NA,No,NA,NA,"1, 2, 4, 5, 6, 8",yes,"5, 6, 11",4,5,3,SPSS,Not Sure,Not Sure,1,NA,1251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
aQAHx7-t4LVLtw6mq5xmI5VdgWaVYlxOzi4VcxvHGLvm889IE60YSLqSkhqMDTsH,2019-01-24T12:20:01Z,2019-01-24T12:27:07Z,2019-01-24T12:27:07Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,25,female,8,NA,Yes,"1, 3",6,"2, 3, 11",yes,"5, 11, 15",4,5,4,"SPSS,R",Yes,Yes,1,NA,1252,FALSE,6,6,6,6,6,6,1,6,6,6,6,No,2,1,0,1,0,0
BeQLCDv9zFUNb9p13wY2sTlBpyU1AZnC-dRG7R1TamA22xshOjCLbdztqiNGgTw1,2019-01-24T12:31:45Z,2019-01-24T14:50:00Z,2019-01-24T14:50:00Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,21,female,8,NA,Yes,"1, 3",6,"1, 2, 4, 5, 7, 8, 9",yes,"1, 4, 11",3,5,4,SPSS,Not Sure,Not Sure,1,NA,1253,FALSE,3,6,6,6,6,6,6,6,6,6,6,No,2,1,0,1,0,0
